,symbol,price,timestamp
46263,ETHUSDT,2088.15,2023-12-01 13:37:07.327375+00:00
46264,LTCUSDT,71.46,2023-12-01 13:37:15.333442+00:00
46265,LTCUSDT,71.47,2023-12-01 13:37:30.693890+00:00
46266,BTCUSDT,38383.71,2023-12-01 13:37:53.299933+00:00
46267,DOGEUSDT,0.08325,2023-12-01 13:37:59.245087+00:00
46268,BTCUSDT,38386.49,2023-12-01 13:37:07.514140+00:00
46269,DOGEUSDT,0.08324,2023-12-01 13:37:27.947537+00:00
46270,ETHUSDT,2088.11,2023-12-01 13:37:37.518606+00:00
46271,BTCUSDT,38380.85,2023-12-01 13:37:38.035434+00:00
46272,DOGEUSDT,0.08326,2023-12-01 13:37:12.332064+00:00
46273,ETHUSDT,2087.83,2023-12-01 13:37:22.216779+00:00
46274,BTCUSDT,38380.01,2023-12-01 13:37:22.693546+00:00
46275,DOGEUSDT,0.08327,2023-12-01 13:37:43.038515+00:00
46276,LTCUSDT,71.48,2023-12-01 13:37:45.459345+00:00
46277,ETHUSDT,2087.64,2023-12-01 13:37:53.163004+00:00
46278,LTCUSDT,71.48,2023-12-01 13:38:00.931773+00:00
46279,BTCUSDT,38383.67,2023-12-01 13:38:08.693112+00:00
46280,LTCUSDT,71.49,2023-12-01 13:38:16.202726+00:00
46281,BTCUSDT,38374.01,2023-12-01 13:38:24.238883+00:00
46282,ETHUSDT,2087.25,2023-12-01 13:38:24.237913+00:00
46283,ETHUSDT,2087.13,2023-12-01 13:38:39.276775+00:00
46284,DOGEUSDT,0.08326,2023-12-01 13:39:00.751467+00:00
46285,ETHUSDT,2087.42,2023-12-01 13:38:08.693116+00:00
46286,DOGEUSDT,0.08325,2023-12-01 13:38:44.915041+00:00
46287,LTCUSDT,71.5,2023-12-01 13:38:46.859282+00:00
46288,BTCUSDT,38383.75,2023-12-01 13:38:54.981249+00:00
